country_code,country_name,year,quarter,network_type,date,download_mbps_weighted_mean,upload_mbps_weighted_mean,latency_ms_weighted_mean,download_mbps_weighted_median,upload_mbps_weighted_median,latency_ms_weighted_median,download_mbps_mean,upload_mbps_mean,latency_ms_mean,download_mbps_median,upload_mbps_median,latency_ms_median,tile_count,total_tests,total_devices
AM,Armenia,2022,4,fixed,2022-10-01,63.02198469800207,59.682213910382266,7.239028756207414,67.759,62.926,5,35.39343438077634,35.01025713698912,10.628876566029986,27.595,27.944,6,4869,106150,34636
AM,Armenia,2022,4,mobile,2022-10-01,30.234194093707607,13.71868016278827,33.961181258478554,27.305,13.464,30,30.581942832394976,11.967975747076657,33.10913815504547,23.766,10.057,22,2309,18061,9583
AM,Armenia,2023,1,fixed,2023-01-01,63.84782454114501,59.523683541995865,7.040142214659049,66.193,62.3,5,35.76145266095276,35.200669523619695,10.441498903727327,28.451,28.585,6,5017,103235,32908
AM,Armenia,2023,1,mobile,2023-01-01,30.43686947236181,14.20397123115578,24.22185929648241,27.154,14.397,20,31.21914409346603,12.65117568152315,25.81782778018174,23.771,10.738,19,2311,15412,7960
AM,Armenia,2023,2,fixed,2023-04-01,69.97997982404692,65.05810424242425,6.571182795698925,72.157,68.357,5,40.518100067919406,38.93509553995925,9.160063391442156,31.322,30.131,5,4417,70226,25575
AM,Armenia,2023,2,mobile,2023-04-01,31.40248466423456,15.058802729360897,26.702337521956494,28.196,15.092,22,31.48245990990991,12.955352252252252,26.13738738738739,23.438499999999998,10.949000000000002,20,2220,13568,7401
AM,Armenia,2023,3,fixed,2023-07-01,75.50452377082487,68.74922986590816,6.948720032507111,79.597,71.589,5,43.12743517679057,40.59503626473255,9.894605621033545,32.930499999999995,31.365000000000002,5,4412,64408,24610
AM,Armenia,2023,3,mobile,2023-07-01,29.805389807535917,14.385559907834102,28.963269178639198,26.816,14.331,23,30.530428997867805,12.35829722814499,30.244349680170576,21.644,9.308,21,2345,13344,7378
AM,Armenia,2023,4,fixed,2023-10-01,80.49678272036927,73.01737745681953,6.935899344848124,85.746,77.249,5,47.20907369589345,45.11326570477247,9.768701442841287,36.245,35.297,5,4505,77611,26864
AM,Armenia,2023,4,mobile,2023-10-01,31.690052319451766,15.106397601476015,24.980100158144438,27.887,14.867,21,32.23423738738739,13.392708558558558,27.385135135135137,23.563000000000002,10.782499999999999,20,2220,14627,7588
AM,Armenia,2024,1,fixed,2024-01-01,87.43357019475022,78.47987024555461,6.581710414902625,92.716,85.182,5,49.723627783669144,47.71696076352068,9.724708377518558,36.335,36.51,5,4715,95632,29525
AM,Armenia,2024,1,mobile,2024-01-01,38.07197480746638,16.299650045685944,23.32319540529957,36.379,16.357,20,35.586850043215215,14.155987899740708,25.027225583405357,27.8195,11.6005,20,2314,14216,7661
AM,Armenia,2024,2,fixed,2024-04-01,93.23275302673983,83.79763931713266,6.697108265830503,99.402,88.201,5,53.4802205066345,49.960239083232814,9.04173703256936,39.727,38,5,4145,64785,22962
AM,Armenia,2024,2,mobile,2024-04-01,38.42774499060739,17.016638697557923,23.88979336255479,36.82,17.103,20,36.6976329588015,14.575954119850188,25.200374531835205,28.666,11.815999999999999,19,2136,11590,6388
AM,Armenia,2024,3,fixed,2024-07-01,93.8043170598911,89.22957921960072,6.743920145190563,95.944,93.947,5,55.40779405840886,53.12407326283988,9.23489425981873,40.634,39.673,5,3972,59104,22040
AM,Armenia,2024,3,mobile,2024-07-01,40.71496432853717,16.97895548561151,25.311900479616305,39.301,17.522,20,37.91104926764314,14.067837993786062,26.108300044385263,30.168,11.179,20,2253,11816,6672
AM,Armenia,2024,4,fixed,2024-10-01,92.7710742977528,93.9989468164794,6.7888108614232205,97.316,100.513,5,58.98709245618491,58.17893776987554,9.331978663957328,45.206,43.117,5,3937,58500,21360
AM,Armenia,2024,4,mobile,2024-10-01,43.58727968019309,17.417116457987632,24.84643234273646,38.82,17.088,21,43.675671020803094,15.830030478955008,24.85728108369618,33.126,13.529,20,2067,11902,6629
AM,Armenia,2025,1,fixed,2025-01-01,97.35199078467153,97.80188955291972,6.672308394160584,100.532,103.197,5,64.1810150209308,63.91859344988919,8.882541245998523,48.481,46.435,5,4061,63669,21920
AM,Armenia,2025,1,mobile,2025-01-01,46.1854108125607,19.2055,23.427484622855292,39.897,19.102,19,46.00445891690009,17.450072829131653,24.678338001867413,34.721000000000004,14.435500000000001,19,2142,11034,6178
AM,Armenia,2025,2,fixed,2025-04-01,111.60016008261194,107.64319167728611,6.9882234037878455,116.778,114.918,5,71.55777611940299,68.45201042407012,9.308694622127458,49.733,47.632,5,4221,65513,22757
AM,Armenia,2025,2,mobile,2025-04-01,59.30351670119109,22.46119407042983,24.309554634904195,55.837,22.73,21,56.69571835708298,19.882493713327744,25.315590947191954,46.1265,17.223,20,2386,14205,7724
AM,Armenia,2025,3,fixed,2025-07-01,114.94604389657246,110.5477069707202,7.112354873028354,119.414,114.288,5,74.70257552721922,70.40139847964689,9.799166257969594,52.1485,47.442,5,4078,56324,21619
AM,Armenia,2025,3,mobile,2025-07-01,63.184272113727744,23.208451751866743,23.782309017805858,59.268,23.39,20,57.4148491717524,19.670112031386225,24.603312990409766,44.872,16.901,20,2294,12160,6964
